"applicationdocsid","applicationdocstypeid","applno","submissiontype","submissionno","applicationdocstitle","applicationdocsurl","applicationdocsdate","tecode"
43991,10,793,"ORIG",1,"0","http://www.fda.gov/Drugs/DrugSafety/PostmarketDrugSafetyInformationforPatientsandProviders/ucm101557.htm","2007-03-16 00:00:00",
45,1,793,"SUPPL",25,"0","http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2007/000793s025ltr.pdf","2007-10-04 00:00:00",
32916,2,793,"SUPPL",25,"0","http://www.accessdata.fda.gov/drugsatfda_docs/label/2007/000793s025lbl.pdf","2007-10-04 00:00:00",
46,1,1546,"SUPPL",11,"0","http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2002/1546s011.pdf","2002-04-24 00:00:00",
53724,3,2918,"ORIG",1,"0","http://www.accessdata.fda.gov/drugsatfda_docs/nda/pre96/002918Orig1s000.pdf","2018-04-18 00:00:00",
47,1,3444,"SUPPL",20,"0","http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2003/03444slr020ltr.pdf","2003-11-25 00:00:00",
43992,10,4782,"ORIG",1,"0","http://www.fda.gov/Drugs/DrugSafety/PostmarketDrugSafetyInformationforPatientsandProviders/ucm103324.htm","2009-06-02 00:00:00",
48,1,4782,"SUPPL",93,"0","http://www.accessdata.fda.gov/drugsatfda_docs/nda/98/04782s093_premarin_appltrs.pdf","1998-09-08 00:00:00",
40641,3,4782,"SUPPL",93,"0","http://www.accessdata.fda.gov/drugsatfda_docs/nda/98/04782s093.cfm","1998-09-08 00:00:00",
49,1,4782,"SUPPL",115,"0","http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2003/04782se2-115,slr130ltr.pdf","2003-05-16 00:00:00",
10665,2,4782,"SUPPL",115,"0","http://www.accessdata.fda.gov/drugsatfda_docs/label/2003/004782s115lbl.pdf","2003-04-28 00:00:00",
40642,3,4782,"SUPPL",115,"0","http://www.accessdata.fda.gov/drugsatfda_docs/nda/2003/004782_S115&S130_PREMARIN_TABLETS.pdf","2007-04-09 00:00:00",
1,1,4782,"SUPPL",125,"0","http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2003/04782slr125ltr.pdf","2003-07-28 00:00:00",
2,1,4782,"SUPPL",128,"0","http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2002/04782slr128ltr.pdf","2002-11-27 00:00:00",
10666,2,4782,"SUPPL",128,"0","http://www.accessdata.fda.gov/drugsatfda_docs/label/2002/04782slr128_Premarin_lbl.pdf","2002-11-27 00:00:00",
50,1,4782,"SUPPL",129,"0","http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2003/04782slr129ltr.pdf","2003-01-07 00:00:00",
10667,2,4782,"SUPPL",129,"0","http://www.accessdata.fda.gov/drugsatfda_docs/label/2003/04782s129lbl.pdf","2003-01-07 00:00:00",
3,1,4782,"SUPPL",130,"0","http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2003/04782se2-115,slr130ltr.pdf","2003-05-16 00:00:00",
20003,3,4782,"SUPPL",130,"0","http://www.accessdata.fda.gov/drugsatfda_docs/nda/2003/004782_S115&S130_PREMARIN_TABLETS.pdf","2007-04-09 00:00:00",
32917,2,4782,"SUPPL",130,"0","http://www.accessdata.fda.gov/drugsatfda_docs/label/2003/004782s115lbl.pdf","2003-04-30 00:00:00",
51,1,4782,"SUPPL",133,"0","http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2004/04782slr133,136ltr.pdf","2004-04-29 00:00:00",
10668,2,4782,"SUPPL",133,"0","http://www.accessdata.fda.gov/drugsatfda_docs/label/2004/04782slr133,136_premarin_lbl.pdf","2004-05-04 00:00:00",
52,1,4782,"SUPPL",136,"0","http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2004/04782slr133,136ltr.pdf","2004-04-29 00:00:00",
10669,2,4782,"SUPPL",136,"0","http://www.accessdata.fda.gov/drugsatfda_docs/label/2004/04782S136lbl.pdf","2004-11-17 00:00:00",
53,1,4782,"SUPPL",137,"0","http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2004/04782s137ltr.pdf","2004-08-31 00:00:00",
10670,2,4782,"SUPPL",137,"0","http://www.accessdata.fda.gov/drugsatfda_docs/label/2004/04782s137lbl.pdf","2004-08-31 00:00:00",
4,1,4782,"SUPPL",138,"0","http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2005/004782s138,139ltr.pdf","2005-04-12 00:00:00",
32918,2,4782,"SUPPL",138,"0","http://www.accessdata.fda.gov/drugsatfda_docs/label/2005/004782s138,139lbl.pdf","2005-04-12 00:00:00",
54,1,4782,"SUPPL",139,"0","http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2005/004782s138,139ltr.pdf","2005-04-12 00:00:00",
10671,2,4782,"SUPPL",139,"0","http://www.accessdata.fda.gov/drugsatfda_docs/label/2005/004782s138,139lbl.pdf","2005-04-12 00:00:00",
5,1,4782,"SUPPL",141,"0","http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2005/004782s141ltr.pdf","2005-08-04 00:00:00",
32919,2,4782,"SUPPL",141,"0","http://www.accessdata.fda.gov/drugsatfda_docs/label/2005/004782s141lbl.pdf","2005-08-04 00:00:00",
6,1,4782,"SUPPL",142,"0","http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2005/004782s142ltr.pdf","2005-11-03 00:00:00",
10672,2,4782,"SUPPL",142,"0","http://www.accessdata.fda.gov/drugsatfda_docs/label/2005/004782s142lbl.pdf","2005-11-03 00:00:00",
55,1,4782,"SUPPL",146,"0","http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2006/004782s146LTR.pdf","2006-04-25 00:00:00",
32920,2,4782,"SUPPL",146,"0","http://www.accessdata.fda.gov/drugsatfda_docs/label/2006/004782s146lbl.pdf","2006-04-25 00:00:00",
7,1,4782,"SUPPL",147,"0","http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2006/04782s147_ltr.pdf","2006-09-18 00:00:00",
32921,2,4782,"SUPPL",147,"0","http://www.accessdata.fda.gov/drugsatfda_docs/label/2006/004782s147lbl.pdf","2006-09-12 00:00:00",
56,1,4782,"SUPPL",155,"0","http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2008/004782s155ltr.pdf","2008-03-05 00:00:00",
32922,2,4782,"SUPPL",155,"0","http://www.accessdata.fda.gov/drugsatfda_docs/label/2008/004782s155lbl.pdf","2008-03-05 00:00:00",
57,1,4782,"SUPPL",162,"0","http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2011/004782s162,s164,s0167ltr.pdf","2011-10-31 00:00:00",
32923,2,4782,"SUPPL",162,"0","http://www.accessdata.fda.gov/drugsatfda_docs/label/2011/004782s162s164s167lbl.pdf","2011-11-01 00:00:00",
8,1,4782,"SUPPL",164,"0","http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2011/004782s162,s164,s0167ltr.pdf","2011-10-31 00:00:00",
10673,2,4782,"SUPPL",164,"0","http://www.accessdata.fda.gov/drugsatfda_docs/label/2011/004782s162s164s167lbl.pdf","2011-11-01 00:00:00",
9,1,4782,"SUPPL",167,"0","http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2011/004782s162,s164,s0167ltr.pdf","2011-10-31 00:00:00",
32924,2,4782,"SUPPL",167,"0","http://www.accessdata.fda.gov/drugsatfda_docs/label/2011/004782s162s164s167lbl.pdf","2011-11-01 00:00:00",
10,1,4782,"SUPPL",171,"0","http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2014/004782Orig1s171ltr.pdf","2014-12-04 00:00:00",
32925,2,4782,"SUPPL",171,"0","http://www.accessdata.fda.gov/drugsatfda_docs/label/2014/004782s171lbl.pdf","2014-12-10 00:00:00",
50350,1,4782,"SUPPL",176,"0","http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2017/004782Orig1s176ltr.pdf","2017-11-09 00:00:00",
11,1,5010,"SUPPL",47,"0","http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2003/05010slr047ltr.pdf","2003-03-10 00:00:00",
58,1,5010,"SUPPL",48,"0","http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2003/05010slr048ltr.pdf","2003-06-08 00:00:00",
12,1,5010,"SUPPL",49,"0","http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2009/005010s049ltr.pdf","2009-03-10 00:00:00",
10674,2,5010,"SUPPL",49,"0","http://www.accessdata.fda.gov/drugsatfda_docs/label/2009/005010s049lbl.pdf","2009-03-17 00:00:00",
13,1,5010,"SUPPL",50,"0","http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2011/005010s050ltr.pdf","2011-04-13 00:00:00",
10675,2,5010,"SUPPL",50,"0","http://www.accessdata.fda.gov/drugsatfda_docs/label/2011/005010s050lbl.pdf","2011-04-11 00:00:00",
59,1,5010,"SUPPL",51,"0","http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2011/005010s051ltr.pdf","2011-11-02 00:00:00",
10676,2,5010,"SUPPL",51,"0","http://www.accessdata.fda.gov/drugsatfda_docs/label/2011/005010s051lbl.pdf","2011-10-31 00:00:00",
46194,1,5010,"SUPPL",54,"0","http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2016/005010Orig1s054ltr.pdf","2016-12-19 00:00:00",
46420,2,5010,"SUPPL",54,"0","http://www.accessdata.fda.gov/drugsatfda_docs/label/2016/005010s054lbl.pdf","2016-12-21 00:00:00",
49449,2,5010,"SUPPL",55,"0","http://www.accessdata.fda.gov/drugsatfda_docs/label/2017/005010s055lbl.pdf","2017-08-17 00:00:00",
49450,8,5010,"SUPPL",55,"0","https://www.accessdata.fda.gov/drugsatfda_docs/label/2017/005010s055lbl.pdf#page=29","2017-08-17 00:00:00",
49572,1,5010,"SUPPL",55,"0","http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2017/005010Orig1s055ltr.pdf","2017-08-29 00:00:00",
55644,1,5010,"SUPPL",56,"0","http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2018/005010Orig1s056s057ltr.pdf","2018-09-28 00:00:00",
55838,2,5010,"SUPPL",56,"0","http://www.accessdata.fda.gov/drugsatfda_docs/label/2018/005010s056s057lbl.pdf","2018-10-05 00:00:00",
55840,8,5010,"SUPPL",56,"0","https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/005010s056s057lbl.pdf#page=30","2018-10-05 00:00:00",
55645,1,5010,"SUPPL",57,"0","http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2018/005010Orig1s056s057ltr.pdf","2018-09-28 00:00:00",
55839,2,5010,"SUPPL",57,"0","http://www.accessdata.fda.gov/drugsatfda_docs/label/2018/005010s056s057lbl.pdf","2018-10-05 00:00:00",
55841,8,5010,"SUPPL",57,"0","https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/005010s056s057lbl.pdf#page=30","2018-10-05 00:00:00",
40643,3,5213,"SUPPL",23,"0","http://www.accessdata.fda.gov/drugsatfda_docs/nda/pre96/005213Orig1s023.pdf","2013-02-27 00:00:00",
14,1,5213,"SUPPL",37,"0","http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2009/005213s037ltr.pdf","2009-01-30 00:00:00",
32926,2,5213,"SUPPL",37,"0","http://www.accessdata.fda.gov/drugsatfda_docs/label/2009/005213s037lbl.pdf","2009-02-04 00:00:00",
46872,2,5213,"SUPPL",38,"0","http://www.accessdata.fda.gov/drugsatfda_docs/label/2017/005213s038lbl.pdf","2017-01-13 00:00:00",
46896,1,5213,"SUPPL",38,"0","http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2017/005213Orig1s038ltr.pdf","2017-01-19 00:00:00",
54750,2,5213,"SUPPL",39,"0","http://www.accessdata.fda.gov/drugsatfda_docs/label/2018/005213s039lbl.pdf","2018-07-05 00:00:00",
54787,8,5213,"SUPPL",39,"0","http://www.accessdata.fda.gov/drugsatfda_docs/label/2018/005213s039lbl.pdf#page=27","2018-07-06 00:00:00",
54850,1,5213,"SUPPL",39,"0","http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2018/005213Orig1s039ltr.pdf","2018-07-06 00:00:00",
43993,10,5378,"ORIG",1,"0","http://www.fda.gov/Drugs/DrugSafety/InformationbyDrugClass/ucm283449.htm","2011-12-20 00:00:00",
32927,2,5378,"SUPPL",20,"0","http://www.accessdata.fda.gov/drugsatfda_docs/label/2001/05378s20ltr.pdf","2003-04-03 00:00:00",
60,1,5378,"SUPPL",24,"0","http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2006/05378s024ltr.pdf","2006-04-13 00:00:00",
32928,2,5378,"SUPPL",24,"0","http://www.accessdata.fda.gov/drugsatfda_docs/label/2006/005378s024lbl.pdf","2006-04-13 00:00:00",
61,1,5378,"SUPPL",26,"0","http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2007/005378s026ltr.pdf","2007-05-16 00:00:00",
10677,2,5378,"SUPPL",26,"0","http://www.accessdata.fda.gov/drugsatfda_docs/label/2007/005378s026lbl.pdf","2007-05-16 00:00:00",
15,1,5378,"SUPPL",27,"0","http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2013/005378Orig1s027ltr.pdf","2013-08-27 00:00:00",
32929,2,5378,"SUPPL",27,"0","http://www.accessdata.fda.gov/drugsatfda_docs/label/2013/0005378s027lbl.pdf","2013-08-27 00:00:00",
62,1,5378,"SUPPL",28,"0","http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2013/005378Orig1s028ltr.pdf","2013-12-09 00:00:00",
32930,2,5378,"SUPPL",28,"0","http://www.accessdata.fda.gov/drugsatfda_docs/label/2013/005378s028lbl.pdf","2013-12-04 00:00:00",
63,1,5378,"SUPPL",30,"0","http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2015/005378Orig1s030ltr.pdf","2015-04-21 00:00:00",
32931,2,5378,"SUPPL",30,"0","http://www.accessdata.fda.gov/drugsatfda_docs/label/2015/005378s030lbl.pdf","2015-04-20 00:00:00",
46719,2,5378,"SUPPL",31,"0","http://www.accessdata.fda.gov/drugsatfda_docs/label/2017/005378s031lbl.pdf","2017-01-06 00:00:00",
46795,1,5378,"SUPPL",31,"0","http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2017/005378Orig1s031ltr.pdf","2017-01-11 00:00:00",
48483,2,5378,"SUPPL",34,"0","http://www.accessdata.fda.gov/drugsatfda_docs/label/2017/005378s034lbl.pdf","2017-05-22 00:00:00",
48484,8,5378,"SUPPL",34,"0","https://www.accessdata.fda.gov/drugsatfda_docs/label/2017/005378s034lbl.pdf#page=13","2017-05-22 00:00:00",
48507,1,5378,"SUPPL",34,"0","http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2017/005378Orig1s034ltr.pdf","2017-05-24 00:00:00",
16,1,5619,"SUPPL",16,"0","http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2002/05619s16ltr.pdf","2004-05-27 00:00:00",
64,1,5619,"SUPPL",18,"0","http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2002/05619slr018ltr.pdf","2004-05-28 00:00:00",
65,1,5619,"SUPPL",20,"0","http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2005/005619s020ltr.pdf","2005-06-07 00:00:00",
66,1,5619,"SUPPL",21,"0","http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2011/005619s021ltr.pdf","2011-03-23 00:00:00",
32932,2,5619,"SUPPL",21,"0","http://www.accessdata.fda.gov/drugsatfda_docs/label/2011/005619s021lbl.pdf","2011-03-21 00:00:00",
23085,8,5856,"ORIG",1,"0","http://www.fda.gov/downloads/Drugs/DrugSafety/UCM308402.pdf","2012-06-15 00:00:00",
17,1,5856,"SUPPL",20,"0","http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2009/005856s020ltr.pdf","2009-04-29 00:00:00",
67,1,5856,"SUPPL",21,"0","http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2012/005856s021ltr.pdf","2012-06-08 00:00:00",
32933,2,5856,"SUPPL",21,"0","http://www.accessdata.fda.gov/drugsatfda_docs/label/2012/005856s021lbl.pdf","2012-06-11 00:00:00",
18,1,5929,"SUPPL",32,"0","http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2002/05929slr032,033and20148slr007,008ltr.pdf","2003-07-31 00:00:00",
32934,2,5929,"SUPPL",32,"0","http://www.accessdata.fda.gov/drugsatfda_docs/label/2002/05929s32s33lbl.pdf","2003-05-08 00:00:00",
68,1,5929,"SUPPL",33,"0","http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2002/05929slr032,033and20148slr007,008ltr.pdf","2003-07-31 00:00:00",
10678,2,5929,"SUPPL",33,"0","http://www.accessdata.fda.gov/drugsatfda_docs/label/2002/05929s32s33lbl.pdf","2003-05-08 00:00:00",
49009,2,5929,"SUPPL",44,"0","http://www.accessdata.fda.gov/drugsatfda_docs/label/2009/005929s044lbl.pdf","2017-07-18 00:00:00",
19,1,5939,"SUPPL",7,"0","http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2007/05939s007Ltr.pdf","2007-04-25 00:00:00",
10679,2,5939,"SUPPL",7,"0","http://www.accessdata.fda.gov/drugsatfda_docs/label/2007/005939s007lbl.pdf","2007-04-20 00:00:00",
20004,3,5970,"SUPPL",13,"0","http://www.accessdata.fda.gov/drugsatfda_docs/nda/pre96/005970-S13_Sotradecol_toc.cfm","2003-08-08 00:00:00",
40644,3,5970,"SUPPL",18,"0","http://www.accessdata.fda.gov/drugsatfda_docs/nda/pre96/005970-S18_Sotradecol_toc.cfm","2003-08-08 00:00:00",
20005,3,5970,"SUPPL",22,"0","http://www.accessdata.fda.gov/drugsatfda_docs/nda/pre96/005970-S22_Sotradecol_toc.cfm","2003-08-08 00:00:00",
40645,3,5970,"SUPPL",27,"0","http://www.accessdata.fda.gov/drugsatfda_docs/nda/pre96/005970-S27_Sotradecol_toc.cfm","2003-08-08 00:00:00",
40646,3,5970,"SUPPL",28,"0","http://www.accessdata.fda.gov/drugsatfda_docs/nda/pre96/005970-S28_Sotradecol_toc.cfm","2003-08-08 00:00:00",
20006,3,5970,"SUPPL",30,"0","http://www.accessdata.fda.gov/drugsatfda_docs/nda/pre96/005970-S30_Sotradecol_toc.cfm","2003-08-08 00:00:00",
20007,3,5970,"SUPPL",35,"0","http://www.accessdata.fda.gov/drugsatfda_docs/nda/pre96/005970-S35_Sotradecol_toc.cfm","2003-08-08 00:00:00",
20,1,6002,"SUPPL",39,"0","http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2003/06002slr039ltr.pdf","2003-06-22 00:00:00",
32935,2,6002,"SUPPL",39,"0","http://www.accessdata.fda.gov/drugsatfda_docs/label/2003/06002slr039_aralen_lbl.pdf","2003-06-22 00:00:00",
21,1,6002,"SUPPL",42,"0","http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2009/006002s042ltr.pdf","2009-06-17 00:00:00",
69,1,6002,"SUPPL",43,"0","http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2013/006002Orig1s043ltr.pdf","2013-11-08 00:00:00",
32936,2,6002,"SUPPL",43,"0","http://www.accessdata.fda.gov/drugsatfda_docs/label/2013/006002s043lbl.pdf","2013-11-08 00:00:00",
49005,1,6002,"SUPPL",44,"0","http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2017/006002Orig1s044ltr.pdf","2017-07-17 00:00:00",
49014,2,6002,"SUPPL",44,"0","http://www.accessdata.fda.gov/drugsatfda_docs/label/2017/006002s044lbl.pdf","2017-07-18 00:00:00",
22,1,6035,"SUPPL",72,"0","http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2004/06035slr072ltr.pdf","2004-03-02 00:00:00",
23,1,6035,"SUPPL",73,"0","http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2003/06035slr073ltr.pdf","2003-10-09 00:00:00",
70,1,6035,"SUPPL",75,"0","http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2007/006035s07LTRd.pdf","2007-05-01 00:00:00",
32937,2,6035,"SUPPL",75,"0","http://www.accessdata.fda.gov/drugsatfda_docs/label/2007/006035s075lbl.pdf","2007-05-01 00:00:00",
71,1,6035,"SUPPL",78,"0","http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2012/006035s078ltr.pdf","2012-06-27 00:00:00",
10680,2,6035,"SUPPL",78,"0","http://www.accessdata.fda.gov/drugsatfda_docs/label/2012/006035s078lbl.pdf","2012-06-25 00:00:00",
40647,3,6035,"SUPPL",78,"0","http://www.accessdata.fda.gov/drugsatfda_docs/nda/2012/006035Orig1S078.pdf","2013-01-28 00:00:00",
43994,10,6134,"ORIG",1,"0","http://www.fda.gov/Drugs/DrugSafety/PostmarketDrugSafetyInformationforPatientsandProviders/ucm142827.htm","2009-08-12 00:00:00",
44437,14,6134,"ORIG",1,"REMS","http://www.accessdata.fda.gov/scripts/cder/rems/index.cfm?event=RemsDetails.page&REMS=17 http://www.accessdata.fda.gov/scripts/cder/rems/index.cfm?event=RemsDetails.page&REMS=17","2012-07-11 00:00:00",
24,1,6134,"SUPPL",28,"0","http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2006/06134s028ltr.pdf","2006-12-04 00:00:00",
20008,3,6134,"SUPPL",28,"Approval Package","http://www.accessdata.fda.gov/drugsatfda_docs/nda/2006/006134_s028_dolophine_hydrochloride.pdf","2006-11-17 00:00:00",
32938,2,6134,"SUPPL",28,"0","http://www.accessdata.fda.gov/drugsatfda_docs/label/2006/006134s028lbl.pdf","2006-11-21 00:00:00",
72,1,6134,"SUPPL",30,"0","http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2012/006134Orig1s030ltr.pdf","2012-07-11 00:00:00",
73,1,6134,"SUPPL",31,"0","http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2012/006134Orig1s031ltr.pdf","2012-07-11 00:00:00",
10681,2,6134,"SUPPL",31,"0","http://www.accessdata.fda.gov/drugsatfda_docs/label/2012/006134s031lbl.pdf","2012-07-12 00:00:00",
25,1,6134,"SUPPL",32,"0","http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2013/006134Orig1s032ltr.pdf","2013-04-16 00:00:00",
26,1,6134,"SUPPL",35,"0","http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2014/006134Orig1s035ltr.pdf","2014-04-17 00:00:00",
32939,2,6134,"SUPPL",35,"0","http://www.accessdata.fda.gov/drugsatfda_docs/label/2014/006134s035lbl.pdf","2014-04-16 00:00:00",
27,1,6134,"SUPPL",36,"0","http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2014/006134Orig1s036ltr.pdf","2014-08-20 00:00:00",
74,1,6134,"SUPPL",37,"0","http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2015/006134Orig1s037ltr.pdf","2015-06-29 00:00:00",
75,1,6134,"SUPPL",38,"0","http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2015/006134Orig1s038ltr.pdf","2015-04-03 00:00:00",
10682,2,6134,"SUPPL",38,"0","http://www.accessdata.fda.gov/drugsatfda_docs/label/2015/006134s038lbl.pdf","2015-04-07 00:00:00",
28,1,6134,"SUPPL",39,"0","http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2016/006134Orig1s039ltr.pdf","2016-04-22 00:00:00",
46195,1,6134,"SUPPL",40,"0","http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2016/006134Orig1s040,s041ltr.pdf","2016-12-19 00:00:00",
46275,2,6134,"SUPPL",40,"0","http://www.accessdata.fda.gov/drugsatfda_docs/label/2016/006134s040s041lbl.pdf","2016-12-20 00:00:00",
46196,1,6134,"SUPPL",41,"0","http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2016/006134Orig1s040,s041ltr.pdf","2016-12-19 00:00:00",
46274,2,6134,"SUPPL",41,"0","http://www.accessdata.fda.gov/drugsatfda_docs/label/2016/006134s040s041lbl.pdf","2016-12-20 00:00:00",
45458,1,6134,"SUPPL",42,"0","http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2016/006134Orig1s042ltr.pdf","2016-10-04 00:00:00",
48581,1,6134,"SUPPL",44,"0","http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2017/006134Orig1s044ltr.pdf","2017-05-31 00:00:00",
52253,2,6134,"SUPPL",45,"0","http://www.accessdata.fda.gov/drugsatfda_docs/label/2018/006134s045lbl.pdf","2018-02-01 00:00:00",
52254,8,6134,"SUPPL",45,"0","https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/006134s045lbl.pdf#page=31","2018-02-01 00:00:00",
52282,1,6134,"SUPPL",45,"0","http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2018/006134Orig1s045ltr.pdf","2018-02-02 00:00:00",
55642,1,6134,"SUPPL",46,"0","http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2018/006134Orig1s046s048ltr.pdf","2018-09-28 00:00:00",
55818,2,6134,"SUPPL",46,"0","http://www.accessdata.fda.gov/drugsatfda_docs/label/2018/006134s046s048lbl.pdf","2018-10-05 00:00:00",
55820,8,6134,"SUPPL",46,"0","https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/006134s046s048lbl.pdf#page=33","2018-10-05 00:00:00",
55643,1,6134,"SUPPL",48,"0","http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2018/006134Orig1s046s048ltr.pdf","2018-09-28 00:00:00",
55819,2,6134,"SUPPL",48,"0","http://www.accessdata.fda.gov/drugsatfda_docs/label/2018/006134s046s048lbl.pdf","2018-10-05 00:00:00",
55821,8,6134,"SUPPL",48,"0","https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/006134s046s048lbl.pdf#page=33","2018-10-05 00:00:00",
32940,2,6188,"SUPPL",18,"0","http://www.accessdata.fda.gov/drugsatfda_docs/label/2001/6188s018s019Lbl.pdf","2008-11-28 00:00:00",
10683,2,6188,"SUPPL",19,"0","http://www.accessdata.fda.gov/drugsatfda_docs/label/2001/6188s018s019Lbl.pdf","2008-11-28 00:00:00",
76,1,6188,"SUPPL",20,"0","http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2010/006188s020ltr.pdf","2010-04-05 00:00:00",
10684,2,6188,"SUPPL",20,"0","http://www.accessdata.fda.gov/drugsatfda_docs/label/2010/006188s020lbl.pdf","2010-04-04 00:00:00",
23087,8,6188,"SUPPL",20,"0","http://www.accessdata.fda.gov/drugsatfda_docs/label/2010/006188s020MedGuide.pdf","2010-04-04 00:00:00",
29,1,6188,"SUPPL",21,"0","http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2011/006188s021,s022ltr.pdf","2011-07-29 00:00:00",
32941,2,6188,"SUPPL",21,"0","http://www.accessdata.fda.gov/drugsatfda_docs/label/2011/006188s021s022lbl.pdf","2011-07-28 00:00:00",
77,1,6188,"SUPPL",22,"0","http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2011/006188s021,s022ltr.pdf","2011-07-29 00:00:00",
10685,2,6188,"SUPPL",22,"0","http://www.accessdata.fda.gov/drugsatfda_docs/label/2011/006188s021s022lbl.pdf","2011-07-28 00:00:00",
78,1,6188,"SUPPL",24,"0","http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2015/006188Orig1s024ltr.pdf","2015-02-12 00:00:00",
10686,2,6188,"SUPPL",24,"0","http://www.accessdata.fda.gov/drugsatfda_docs/label/2015/006188s024lbl.pdf","2015-02-12 00:00:00",
79,1,6188,"SUPPL",25,"0","http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2016/006188Orig1s025ltr.pdf","2016-01-20 00:00:00",
32942,2,6188,"SUPPL",25,"0","http://www.accessdata.fda.gov/drugsatfda_docs/label/2016/006188s025lbl.pdf","2016-03-08 00:00:00",
55533,2,6188,"SUPPL",26,"0","http://www.accessdata.fda.gov/drugsatfda_docs/label/2018/006188s026lbl.pdf","2018-09-20 00:00:00",
